x-axis,1,2,3
second,Volt,Volt,Volt
+76.000E-03,-8.040E-03,-37.688E-03,+0.0E+00
+77.200E-03,+7.538E-03,-80.402E-03,-201.005E-03
+78.400E-03,+0.0E+00,-77.889E-03,-188.442E-03
+79.600E-03,-16.080E-03,+0.0E+00,-201.005E-03
+80.800E-03,+7.538E-03,-40.201E-03,-201.005E-03
+82.000E-03,+0.0E+00,-40.201E-03,-188.442E-03
+83.200E-03,-24.121E-03,+0.0E+00,-188.442E-03
+84.400E-03,+8.040E-03,-80.402E-03,-188.442E-03
+85.600E-03,-88.442E-03,-77.889E-03,+0.0E+00
+86.800E-03,-104.020E-03,+160.804E-03,+0.0E+00
+88.000E-03,+666.834E-03,-160.804E-03,+0.0E+00
+89.200E-03,-112.563E-03,-238.693E-03,-201.005E-03
+90.400E-03,-71.859E-03,+0.0E+00,-188.442E-03
+91.600E-03,+16.080E-03,-80.402E-03,-188.442E-03
+92.800E-03,-16.080E-03,-40.201E-03,-201.005E-03
+94.000E-03,-15.578E-03,-37.688E-03,-201.005E-03
+95.200E-03,+0.0E+00,-77.889E-03,-201.005E-03
+96.400E-03,-15.578E-03,-40.201E-03,-188.442E-03
+97.600E-03,+8.040E-03,-40.201E-03,-201.005E-03
+98.800E-03,-32.161E-03,-77.889E-03,-201.005E-03
+100.000E-03,+15.578E-03,+0.0E+00,-201.005E-03
+101.200E-03,-8.040E-03,-40.201E-03,-389.447E-03
+102.400E-03,-7.538E-03,-37.688E-03,-201.005E-03
+103.600E-03,+7.538E-03,-80.402E-03,-201.005E-03
+104.800E-03,-39.698E-03,-40.201E-03,-201.005E-03
+106.000E-03,+8.040E-03,-40.201E-03,-201.005E-03
+107.200E-03,-40.201E-03,-118.090E-03,-201.005E-03
+108.400E-03,-144.724E-03,+80.402E-03,-389.447E-03
+109.600E-03,+345.729E-03,+399.497E-03,-201.005E-03
+110.800E-03,+31.658E-03,-359.296E-03,-201.005E-03
+112.000E-03,-120.101E-03,-37.688E-03,+0.0E+00
+113.200E-03,+8.040E-03,+0.0E+00,-188.442E-03
+114.400E-03,-8.040E-03,-80.402E-03,-201.005E-03
+115.600E-03,-8.040E-03,-37.688E-03,+0.0E+00
+116.800E-03,+23.618E-03,-40.201E-03,-389.447E-03
+118.000E-03,-8.040E-03,-40.201E-03,-188.442E-03
+119.200E-03,-16.080E-03,-40.201E-03,+0.0E+00
+120.400E-03,-15.578E-03,+0.0E+00,+0.0E+00
+121.600E-03,-8.040E-03,-40.201E-03,+0.0E+00
+122.800E-03,-24.121E-03,-80.402E-03,-188.442E-03
+124.000E-03,-31.658E-03,+0.0E+00,-201.005E-03
+125.200E-03,+31.658E-03,-40.201E-03,-201.005E-03
+126.400E-03,-16.080E-03,-77.889E-03,-201.005E-03
+127.600E-03,-7.538E-03,+0.0E+00,-188.442E-03
+128.800E-03,+7.538E-03,-80.402E-03,-389.447E-03
+130.000E-03,-160.804E-03,-37.688E-03,+0.0E+00
+131.200E-03,+32.161E-03,+321.608E-03,-201.005E-03
+132.400E-03,+272.864E-03,-359.296E-03,-201.005E-03
+133.600E-03,-144.221E-03,-158.291E-03,-201.005E-03
+134.800E-03,-31.658E-03,+0.0E+00,-201.005E-03
+136.000E-03,+23.618E-03,-40.201E-03,-188.442E-03
+137.200E-03,-24.121E-03,-40.201E-03,+0.0E+00
+138.400E-03,+8.040E-03,+0.0E+00,-201.005E-03
+139.600E-03,-16.080E-03,-40.201E-03,-201.005E-03
+140.800E-03,+0.0E+00,-40.201E-03,-201.005E-03
+142.000E-03,+8.040E-03,-40.201E-03,-201.005E-03
+143.200E-03,-23.618E-03,+0.0E+00,-201.005E-03
+144.400E-03,+15.578E-03,-40.201E-03,+0.0E+00
+145.600E-03,-16.080E-03,-40.201E-03,+0.0E+00
+146.800E-03,+0.0E+00,-40.201E-03,-201.005E-03
+148.000E-03,-8.040E-03,-40.201E-03,-201.005E-03
+149.200E-03,-15.578E-03,-40.201E-03,+0.0E+00
+150.400E-03,+23.618E-03,-77.889E-03,-188.442E-03
+151.600E-03,-104.523E-03,-40.201E-03,-201.005E-03
+152.800E-03,-112.060E-03,+160.804E-03,-201.005E-03
+154.000E-03,+618.593E-03,-160.804E-03,-389.447E-03
+155.200E-03,-112.563E-03,-238.693E-03,+0.0E+00
+156.400E-03,-79.899E-03,+0.0E+00,-188.442E-03
+157.600E-03,+23.618E-03,-40.201E-03,-201.005E-03
+158.800E-03,-16.080E-03,-77.889E-03,-201.005E-03
+160.000E-03,+0.0E+00,-40.201E-03,-201.005E-03
+161.200E-03,-7.538E-03,-80.402E-03,-201.005E-03
+162.400E-03,-32.161E-03,-40.201E-03,-389.447E-03
+163.600E-03,-7.538E-03,-40.201E-03,+0.0E+00
+164.800E-03,+8.040E-03,-40.201E-03,+0.0E+00
+166.000E-03,+15.578E-03,-40.201E-03,+0.0E+00
+167.200E-03,-24.121E-03,-77.889E-03,-201.005E-03
+168.400E-03,+0.0E+00,-37.688E-03,-201.005E-03
+169.600E-03,+0.0E+00,-80.402E-03,-201.005E-03
+170.800E-03,-32.161E-03,-40.201E-03,-201.005E-03
+172.000E-03,+0.0E+00,+0.0E+00,+0.0E+00
+173.200E-03,-56.281E-03,-120.603E-03,-201.005E-03
+174.400E-03,-168.342E-03,+40.201E-03,+0.0E+00
+175.600E-03,+329.648E-03,+359.296E-03,-201.005E-03
+176.800E-03,-24.121E-03,-319.095E-03,+0.0E+00
+178.000E-03,-112.060E-03,-40.201E-03,+0.0E+00
+179.200E-03,+0.0E+00,+0.0E+00,-188.442E-03
+180.400E-03,-16.080E-03,-40.201E-03,-201.005E-03
+181.600E-03,-8.040E-03,-40.201E-03,+0.0E+00
+182.800E-03,-7.538E-03,-37.688E-03,-389.447E-03
+184.000E-03,-24.121E-03,-40.201E-03,-201.005E-03
+185.200E-03,+7.538E-03,+0.0E+00,-201.005E-03
+186.400E-03,+0.0E+00,-80.402E-03,-188.442E-03
+187.600E-03,-7.538E-03,+0.0E+00,-201.005E-03
+188.800E-03,+7.538E-03,-40.201E-03,-201.005E-03
+190.000E-03,-31.658E-03,-77.889E-03,+0.0E+00
+191.200E-03,+0.0E+00,-77.889E-03,-201.005E-03
+192.400E-03,-24.121E-03,+0.0E+00,+0.0E+00
+193.600E-03,-7.538E-03,+0.0E+00,-201.005E-03
+194.800E-03,-16.080E-03,-80.402E-03,+0.0E+00
+196.000E-03,-136.683E-03,-37.688E-03,+0.0E+00
+197.200E-03,+24.121E-03,+281.407E-03,-201.005E-03
+198.400E-03,+168.342E-03,-399.497E-03,-201.005E-03
+199.600E-03,-152.261E-03,-158.291E-03,-188.442E-03
+200.800E-03,-23.618E-03,+37.688E-03,-201.005E-03
+202.000E-03,+0.0E+00,-40.201E-03,-201.005E-03
+203.200E-03,-32.161E-03,-37.688E-03,+0.0E+00
+204.400E-03,+0.0E+00,+0.0E+00,-201.005E-03
+205.600E-03,-7.538E-03,-40.201E-03,-201.005E-03
+206.800E-03,-24.121E-03,+0.0E+00,-201.005E-03
+208.000E-03,-15.578E-03,-40.201E-03,-201.005E-03
+209.200E-03,+8.040E-03,-77.889E-03,+0.0E+00
+210.400E-03,-8.040E-03,-40.201E-03,+0.0E+00
+211.600E-03,-8.040E-03,-40.201E-03,-201.005E-03
+212.800E-03,+0.0E+00,-77.889E-03,-188.442E-03
+214.000E-03,-16.080E-03,-118.090E-03,-201.005E-03
+215.200E-03,-23.618E-03,-37.688E-03,-201.005E-03
+216.400E-03,+31.658E-03,-40.201E-03,-188.442E-03
+217.600E-03,-104.523E-03,-80.402E-03,-188.442E-03
+218.800E-03,-47.739E-03,+201.005E-03,+0.0E+00
+220.000E-03,+570.352E-03,-241.206E-03,+0.0E+00
+221.200E-03,-136.683E-03,-198.492E-03,-389.447E-03
