#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
.01, 5.76, 50000
.05, 7.6, 10400
.1, 7.6, 5200
.2, 7.6, 2500
.3, 7.6, 1680
.4, 7.6, 1280
.505, 7.6, 960
.6, 7.6, 860
.7, 7.6, 740
.8, 7.6, 630
.897, 7.6, 590
.996, 7.6, 530
5.01, 7, 120
10.02, 5.52, 62
50.8, 1.56, 14.8
100.1, 0.84, 7.8
498, 0.144, 1.640
1006, .064, .84
